0.03;28,644;5707;28,288
0.03;32,110;4027;29,683
0.03;33,662;5015;32,138
0.03;32,079;5832;31,306
0.03;28,808;5820;28,536
0.03;29,603;7923;29,597
0.03;33,135;3965;30,809
0.03;28,542;7190;28,503
0.03;33,418;4137;31,233
0.03;33,089;5165;31,657
0.03;30,485;5645;29,878
0.03;32,891;5387;31,628
0.03;26,830;7999;26,830
0.03;29,570;5601;29,070
0.03;31,465;7050;31,376
0.03;31,841;5927;31,140
0.03;32,009;5096;30,915
0.03;29,203;6090;28,906
0.03;30,964;6232;30,640
0.03;29,428;7622;29,416
0.03;30,441;5662;29,912
0.03;30,360;6053;29,972
0.03;34,003;5281;32,876
0.03;29,187;6901;29,077
0.030000000000000016;30,907;5888;30,141
