0.0;27,951;3742;26,002
0.0075;31,784;3263;27,681
0.003;33,283;3565;28,506
0.001;31,862;3365;27,854
0.0075;28,298;4492;27,243
0.001;29,123;5952;27,969
0.005;32,851;3078;28,039
0.005;28,092;4849;27,223
0.005;32,914;3499;28,636
0.003;32,653;3425;27,964
0.001;29,995;4444;27,799
0.003;32,420;3725;28,229
0.003;26,114;6107;25,802
0.01;29,147;5356;28,183
0.003;31,284;5042;29,704
0.005;31,350;4357;28,442
0.005;31,531;4244;28,698
0.005;28,613;4904;27,453
0.0;30,621;3820;27,744
0.0;29,237;5434;28,530
0.003;29,855;4501;28,051
0.003;29,958;4242;27,642
0.01;33,925;4031;31,080
0.0075;28,650;5556;27,792
