0.0001;28,028;15915;28,004
0.00025;32,471;19898;32,471
0.00025;33,057;19998;33,057
0.0001;30,851;17606;30,835
0.0001;24,552;19994;24,552
0.00025;28,116;19999;28,116
0.0001;29,915;17939;29,899
0.0001;25,772;19987;25,771
0.00025;31,529;19999;31,529
0.00025;30,932;19969;30,932
0.0001;29,117;19994;29,117
0.00025;33,027;19985;33,027
0.0001;24,328;19999;24,328
0.0001;27,280;19978;27,280
0.00025;31,672;19985;31,671
0.00025;31,419;19989;31,418
0.0001;29,709;19025;29,708
0.0001;26,860;19983;26,860
0.0001;29,438;19990;29,437
0.0001;31,085;19773;31,083
0.0001;28,220;19995;28,220
0.00025;29,600;19998;29,600
0.0001;31,474;18422;31,456
0.0001;26,663;19999;26,663
