28,028;15915;28,004
32,291;13383;32,053
32,779;11317;32,308
30,851;17606;30,835
24,552;19994;24,552
27,988;13249;26,824
29,915;17939;29,899
25,772;19987;25,771
31,471;16253;31,391
30,903;18539;30,898
29,117;19994;29,117
32,825;15104;32,727
24,328;19999;24,328
27,280;19978;27,280
31,668;19974;31,667
31,335;16570;31,277
29,709;19025;29,708
26,860;19983;26,860
29,438;19990;29,437
31,085;19773;31,083
28,220;19995;28,220
29,587;19723;29,584
31,474;18422;31,456
26,663;19999;26,663
29,339;18029;29,247
