0.0001;27,992;17578;27,814
0.0001;32,245;13219;31,626
0.0001;32,903;14410;32,386
0.0001;30,828;16922;30,618
0.0001;24,703;29973;24,702
0.0001;28,277;24775;28,253
0.0001;29,882;18506;29,720
0.0001;25,968;29919;25,967
0.0001;31,427;17240;31,140
0.0001;30,905;17507;30,724
0.0001;29,181;22106;29,124
0.0001;32,774;16284;32,365
0.0001;24,398;29844;24,397
0.0001;27,388;29998;27,388
0.0001;31,671;19686;31,504
0.0001;31,350;16539;31,074
0.0001;29,684;20267;29,595
0.0001;26,936;28588;26,935
0.0001;29,677;19579;29,535
0.0001;31,095;22333;31,045
0.0001;28,243;23388;28,222
0.0001;29,593;18250;29,467
0.0001;31,469;19206;31,277
0.0001;26,742;29226;26,741
9.999999999999999e-05;29,389;21472;29,234
