0.00025;25,786;29903;25,786
0.00025;32,252;16531;32,224
0.00025;33,572;20462;33,558
0.00025;31,413;20768;31,389
0.00025;25,035;29999;25,035
0.00025;27,383;23445;27,380
0.00025;30,678;26225;30,674
0.00025;23,354;29703;23,352
0.00025;30,585;29975;30,585
0.00025;30,857;24238;30,856
0.00025;28,780;29775;28,779
0.00025;32,046;29992;32,046
0.00025;23,957;29822;23,957
0.00025;27,725;29998;27,725
0.00025;31,790;22827;31,782
0.00025;31,145;29641;31,144
0.00025;30,428;29346;30,427
0.00025;27,148;29994;27,148
0.00025;27,059;29915;27,059
0.00025;31,283;29821;31,282
0.00025;27,763;29690;27,762
0.00025;29,383;29987;29,383
0.00025;32,027;25301;32,024
0.00025;26,604;29986;26,604
0.00025000000000000017;29,086;27389;29,082
