0.003;27,936;3891;27,896
0.003;31,809;2936;31,105
0.003;33,150;3601;32,989
0.003;31,812;3523;31,669
0.003;28,258;4193;28,258
0.003;28,813;4199;28,813
0.003;32,790;3221;32,225
0.003;27,892;4192;27,892
0.003;32,829;3080;32,174
0.003;32,571;3152;32,006
0.003;29,926;4199;29,926
0.003;32,333;3796;32,280
0.003;25,405;4199;25,405
0.003;29,070;4197;29,070
0.003;31,146;4199;31,146
0.003;31,386;4196;31,386
0.003;31,469;4198;31,469
0.003;28,564;4199;28,564
0.003;30,643;4046;30,634
0.003;29,021;4199;29,021
0.003;29,786;4199;29,786
0.003;29,899;4179;29,899
0.003;33,837;3508;33,669
0.003;28,376;4199;28,376
0.003000000000000001;30,363;3895;30,236
