27,818;14497;27,295
31,989;10293;31,630
32,670;12703;31,380
30,659;13546;29,894
24,693;29962;24,692
28,088;18077;24,776
29,896;14770;29,400
25,786;28536;25,783
31,285;13298;30,354
30,656;13458;29,920
28,935;15658;28,615
32,574;12785;31,290
24,321;27528;24,318
27,202;19462;27,118
31,513;15371;30,872
31,180;13219;30,267
29,533;15190;29,087
26,766;19842;26,699
29,384;17483;29,067
30,890;18597;30,601
28,089;18711;27,883
29,404;15072;28,935
31,300;14423;30,622
26,585;21280;26,545
29,217;17240;28,627
