28,014;22948;28,002
32,502;23173;32,481
33,086;29519;33,083
30,763;28097;30,756
24,322;29989;24,322
28,153;19085;27,625
29,380;19608;29,202
25,658;29922;25,656
31,567;29714;31,566
31,032;29891;31,031
29,163;29999;29,163
33,104;29707;33,102
24,137;29849;24,136
27,169;29527;27,168
31,717;29988;31,716
31,470;29961;31,470
29,688;29741;29,686
26,743;29850;26,743
29,249;28944;29,244
31,154;29918;31,151
28,182;29950;28,181
29,690;29993;29,690
31,455;29326;31,450
26,623;29981;26,623
29,334;28278;29,302
