28,045;18620;27,950
32,313;16527;32,059
32,967;18145;32,829
30,829;19293;30,754
24,508;29873;24,506
28,319;29096;28,317
29,655;19391;29,567
25,855;29964;25,854
31,530;19175;31,430
30,963;22303;30,933
29,182;29423;29,179
32,937;20642;32,827
24,308;29942;24,308
27,252;29521;27,250
31,700;21166;31,628
31,428;18496;31,347
29,724;22482;29,703
26,877;29628;26,875
29,531;22856;29,486
31,174;27354;31,172
28,264;28666;28,263
29,667;25313;29,655
31,442;20479;31,376
26,717;29997;26,717
29,383;24098;29,333
