0.0,30.882121769493,10763.0,24.390311848945856
1e-06,30.935853300992406,11306.0,25.062133956037226
1e-05,30.962371177279962,10915.0,26.140480981057785
3e-05,31.053615662989703,10830.0,27.979958920630157
5e-05,31.156027857056433,13034.0,29.30322102852168
0.0001,31.326725288508477,15253.0,30.63657428962315
0.00025,31.394779259449145,23286.0,31.368290151440995
0.0005,31.291937136699044,29838.0,31.289402812008507
0.001,30.88796367098348,29990.0,30.887553881458043
0.005,29.49466014190387,29999.0,29.49466014190387
0.0025,30.120819146464402,29525.0,30.119871899898463
0.03,28.09137280376209,29779.0,28.09130654992483
0.05,27.680105389573114,22099.0,27.679651561331113
