0.03;28,583;5524;28,579
0.05;32,085;5342;32,053
0.03;33,653;5050;33,541
0.03;32,113;5465;32,081
0.03;28,795;5794;28,795
0.005;29,512;5780;29,511
0.03;33,173;4306;32,595
0.005;28,535;5182;28,488
0.03;33,409;4333;32,906
0.05;33,119;5650;33,113
0.03;30,494;5799;30,494
0.03;32,872;5766;32,866
0.005;26,626;5799;26,626
0.0075;29,533;5492;29,499
0.005;31,506;5708;31,504
0.03;31,843;5799;31,843
0.05;32,017;5758;32,015
0.03;29,171;5798;29,170
0.003;30,975;5000;30,861
0.0;29,406;5778;29,406
0.03;30,448;5799;30,448
0.03;30,330;5612;30,319
0.03;34,046;4977;33,932
0.0075;29,069;5739;29,065
