25,057;2999;25,057
31,063;2999;31,063
31,638;2999;31,638
30,149;2999;30,149
23,951;2999;23,951
26,548;2999;26,548
28,785;2999;28,785
22,444;2999;22,444
29,013;2999;29,013
29,567;2999;29,567
27,604;2999;27,604
30,783;2999;30,783
23,068;2999;23,068
26,330;2999;26,330
29,607;2999;29,607
30,223;2999;30,223
28,807;2999;28,807
26,031;2999;26,031
26,185;2999;26,185
29,442;2999;29,442
26,729;2999;26,729
28,159;2999;28,159
30,555;2999;30,555
25,603;2999;25,603
27,806;2999;27,806
