5e-05;26,000;17930;25,951
0.0001;32,386;12608;32,141
0.00025;33,523;23488;33,513
3e-05;31,521;11854;30,761
0.0001;25,196;29996;25,196
0.0001;27,547;20192;27,537
0.0001;30,968;27250;30,965
1e-05;23,697;29169;23,696
0.0001;30,714;25849;30,707
0.0001;30,950;18283;30,920
0.0001;28,846;25934;28,844
0.0001;32,397;19187;32,342
5e-05;24,159;29813;24,159
0.0001;27,861;29778;27,860
0.00025;31,758;29345;31,755
0.0001;31,165;14362;31,032
0.0001;30,539;17805;30,474
0.0001;27,252;29437;27,252
3e-05;27,203;16583;27,059
0.0001;31,302;20218;31,287
0.0001;27,859;28943;27,856
0.0001;29,449;29915;29,448
0.0001;32,100;17036;32,002
0.0001;26,698;29999;26,698
