0.0;27,383;9460;27,374
0.0;31,472;7912;31,033
0.0;32,183;9488;32,172
0.0;30,339;9999;30,339
0.0;23,981;9999;23,981
0.0;27,441;9999;27,441
0.0;29,439;9975;29,438
0.0;24,879;9998;24,879
0.0;30,775;9775;30,770
0.0;30,150;9218;30,136
0.0;28,326;9999;28,326
0.0;32,087;9875;32,086
0.0;23,702;9999;23,702
0.0;26,552;9998;26,552
0.0;30,927;9998;30,927
0.0;30,660;9691;30,652
0.0;28,993;9999;28,993
0.0;26,153;9950;26,152
0.0;28,566;9998;28,565
0.0;30,059;9999;30,059
0.0;27,540;9999;27,540
0.0;28,915;9999;28,915
0.0;30,865;9991;30,865
0.0;26,079;9999;26,079
0.0;28,644;9804;28,624
